"ResponseId","study","level","competence","warm","category"
"R_xfw1yuAF7Eu239T","bailey","gay",54,55,"sexual orientation"
"R_xfw1yuAF7Eu239T","bailey","straight",50,58,"sexual orientation"
"R_yC50Ow2jO6UZn5n","bailey","gay",41,51,"sexual orientation"
"R_yC50Ow2jO6UZn5n","bailey","straight",51,50,"sexual orientation"
"R_yluqJP6NTdcmKtj","bailey","gay",85,60,"sexual orientation"
"R_yluqJP6NTdcmKtj","bailey","straight",80,50,"sexual orientation"
"R_ym6AfJDLtMJwfE5","bailey","gay",41,47,"sexual orientation"
"R_ym6AfJDLtMJwfE5","bailey","straight",82,75,"sexual orientation"
"R_zUvYDXRWEcCJE1H","bailey","gay",25,25,"sexual orientation"
"R_zUvYDXRWEcCJE1H","bailey","straight",50,50,"sexual orientation"
"R_zZ7kU8CbCX7RTC9","bailey","gay",94,100,"sexual orientation"
"R_zZ7kU8CbCX7RTC9","bailey","straight",61,72,"sexual orientation"
"R_1etmOFEg5u3hHZd","correll","parent",80,95,"parenthood"
"R_1etmOFEg5u3hHZd","correll","nonparent",34,25,"parenthood"
"R_2uybwOAsiL63Ukf","correll","parent",67,64,"parenthood"
"R_2uybwOAsiL63Ukf","correll","nonparent",56,38,"parenthood"
"R_ANck6CfQeOmKFQl","correll","parent",81,80,"parenthood"
"R_ANck6CfQeOmKFQl","correll","nonparent",86,51,"parenthood"
"R_2ZIAM0bcZWiW6xf","correll","parent",82,75,"parenthood"
"R_2ZIAM0bcZWiW6xf","correll","nonparent",68,67,"parenthood"
"R_1oc2vu8nqajfPTh","correll","parent",52,41,"parenthood"
"R_1oc2vu8nqajfPTh","correll","nonparent",46,60,"parenthood"
"R_bCwTIWFYbnPQlA5","correll","parent",100,100,"parenthood"
"R_bCwTIWFYbnPQlA5","correll","nonparent",100,100,"parenthood"
"R_1jwwG1Bce0XADON","correll","parent",39,40,"parenthood"
"R_1jwwG1Bce0XADON","correll","nonparent",60,60,"parenthood"
"R_3kocg86C7rC2BET","correll","parent",71,81,"parenthood"
"R_3kocg86C7rC2BET","correll","nonparent",80,80,"parenthood"
"R_3jFbF5fpeFQyDMR","correll","parent",27,33,"parenthood"
"R_3jFbF5fpeFQyDMR","correll","nonparent",33,41,"parenthood"
"R_3JfpiUdSGBSpudS","correll","parent",67,71,"parenthood"
"R_3JfpiUdSGBSpudS","correll","nonparent",70,75,"parenthood"
"R_ePYZfFqsTC7Ccxj","correll","parent",55,55,"parenthood"
"R_ePYZfFqsTC7Ccxj","correll","nonparent",55,55,"parenthood"
"R_3Ra1IttPVEhVJ6R","correll","parent",84,79,"parenthood"
"R_3Ra1IttPVEhVJ6R","correll","nonparent",71,74,"parenthood"
"R_3qTYlEXkNagiar9","correll","parent",85,86,"parenthood"
"R_3qTYlEXkNagiar9","correll","nonparent",71,70,"parenthood"
"R_1hJOsgsEIncPUVR","correll","parent",87,85,"parenthood"
"R_1hJOsgsEIncPUVR","correll","nonparent",81,72,"parenthood"
"R_1Ao1KopQmfJ8YXn","correll","parent",100,100,"parenthood"
"R_1Ao1KopQmfJ8YXn","correll","nonparent",71,95,"parenthood"
"R_27BbNIdisLE3uQU","correll","parent",92,80,"parenthood"
"R_27BbNIdisLE3uQU","correll","nonparent",51,55,"parenthood"
"R_1mKkOSGZ17H5GI8","correll","parent",50,50,"parenthood"
"R_1mKkOSGZ17H5GI8","correll","nonparent",30,30,"parenthood"
"R_2sdKCiZmMESdtfS","correll","parent",100,100,"parenthood"
"R_2sdKCiZmMESdtfS","correll","nonparent",98,88,"parenthood"
"R_2yj7ZAR7r5V0CuL","correll","parent",87,93,"parenthood"
"R_2yj7ZAR7r5V0CuL","correll","nonparent",85,41,"parenthood"
"R_C8lcKDZuGyDdQ1H","correll","parent",50,50,"parenthood"
"R_C8lcKDZuGyDdQ1H","correll","nonparent",50,50,"parenthood"
"R_1F4iUrYvDHz47rx","correll","parent",27,84,"parenthood"
"R_1F4iUrYvDHz47rx","correll","nonparent",55,50,"parenthood"
"R_Avxux8koZrb5hEB","correll","parent",47,85,"parenthood"
"R_Avxux8koZrb5hEB","correll","nonparent",60,47,"parenthood"
"R_0Ilb6R0yqWPV4w9","correll","parent",54,30,"parenthood"
"R_0Ilb6R0yqWPV4w9","correll","nonparent",61,68,"parenthood"
"R_2zCrgxK1TpHlbh3","correll","parent",83,96,"parenthood"
"R_2zCrgxK1TpHlbh3","correll","nonparent",84,69,"parenthood"
"R_2Quji31sP1QwE8T","correll","parent",83,70,"parenthood"
"R_2Quji31sP1QwE8T","correll","nonparent",53,28,"parenthood"
"R_1q8rtOAVhGspCAW","correll","parent",75,54,"parenthood"
"R_1q8rtOAVhGspCAW","correll","nonparent",82,70,"parenthood"
"R_RssO5uAZQJPQH1D","correll","parent",77,88,"parenthood"
"R_RssO5uAZQJPQH1D","correll","nonparent",67,69,"parenthood"
"R_12JgZp582ZxFgL2","correll","parent",28,61,"parenthood"
"R_12JgZp582ZxFgL2","correll","nonparent",68,53,"parenthood"
"R_9pqfkVLpnpBaGrL","correll","parent",87,87,"parenthood"
"R_9pqfkVLpnpBaGrL","correll","nonparent",75,72,"parenthood"
"R_1EZ3gcH1wn5UzqY","correll","parent",66,85,"parenthood"
"R_1EZ3gcH1wn5UzqY","correll","nonparent",60,75,"parenthood"
"R_1n7yUko4Nw2G3Uk","correll","parent",72,90,"parenthood"
"R_1n7yUko4Nw2G3Uk","correll","nonparent",93,92,"parenthood"
"R_30nRhWsHaNQo5Ew","correll","parent",88,92,"parenthood"
"R_30nRhWsHaNQo5Ew","correll","nonparent",82,62,"parenthood"
"R_3L24U7iGaMsCS7d","correll","parent",82,53,"parenthood"
"R_3L24U7iGaMsCS7d","correll","nonparent",51,51,"parenthood"
"R_1K8VPeBpAKhN4jo","correll","parent",80,88,"parenthood"
"R_1K8VPeBpAKhN4jo","correll","nonparent",85,88,"parenthood"
"R_3kFH0l97fI5Yzre","correll","parent",60,70,"parenthood"
"R_3kFH0l97fI5Yzre","correll","nonparent",75,75,"parenthood"
"R_1k19xUeBPm4MZli","correll","parent",20,20,"parenthood"
"R_1k19xUeBPm4MZli","correll","nonparent",60,70,"parenthood"
"R_BDS1F0fXgMHV0l3","correll","parent",77,81,"parenthood"
"R_BDS1F0fXgMHV0l3","correll","nonparent",53,60,"parenthood"
"R_sYI3AsFV0g1SKZz","correll","parent",82,81,"parenthood"
"R_sYI3AsFV0g1SKZz","correll","nonparent",48,59,"parenthood"
"R_1I3OgRatDD0capL","correll","parent",100,77,"parenthood"
"R_1I3OgRatDD0capL","correll","nonparent",100,100,"parenthood"
"R_22QaK00vPWrQ02r","correll","parent",63,65,"parenthood"
"R_22QaK00vPWrQ02r","correll","nonparent",68,45,"parenthood"
"R_1qWgjn6V6ezaGP1","correll","parent",50,75,"parenthood"
"R_1qWgjn6V6ezaGP1","correll","nonparent",25,25,"parenthood"
"R_RyS7fe4jJOmu61X","correll","parent",62,92,"parenthood"
"R_RyS7fe4jJOmu61X","correll","nonparent",95,87,"parenthood"
"R_PCJ9JQq7DF3PYR3","correll","parent",61,82,"parenthood"
"R_PCJ9JQq7DF3PYR3","correll","nonparent",85,72,"parenthood"
"R_3oFRcvPvTbkBPdo","correll","parent",90,90,"parenthood"
"R_3oFRcvPvTbkBPdo","correll","nonparent",64,76,"parenthood"
"R_1d5demFjY5Cn24D","correll","parent",75,68,"parenthood"
"R_1d5demFjY5Cn24D","correll","nonparent",76,21,"parenthood"
"R_2bZfbPRl5d9YXw5","correll","parent",72,65,"parenthood"
"R_2bZfbPRl5d9YXw5","correll","nonparent",58,82,"parenthood"
"R_Rrig86LV0l9Lp4J","correll","parent",63,79,"parenthood"
"R_Rrig86LV0l9Lp4J","correll","nonparent",71,82,"parenthood"
"R_yWRNdcb7QgqbEcN","correll","parent",62,70,"parenthood"
"R_yWRNdcb7QgqbEcN","correll","nonparent",65,39,"parenthood"
"R_3iUdMR5rSvN36QW","correll","parent",75,55,"parenthood"
"R_3iUdMR5rSvN36QW","correll","nonparent",69,61,"parenthood"
"R_264KHCXKbeNjkiU","correll","parent",72,61,"parenthood"
"R_264KHCXKbeNjkiU","correll","nonparent",54,36,"parenthood"
"R_2QQWZXYo4xIstOB","correll","parent",70,50,"parenthood"
"R_2QQWZXYo4xIstOB","correll","nonparent",73,50,"parenthood"
"R_3fivfFLms0pwXyV","correll","parent",70,79,"parenthood"
"R_3fivfFLms0pwXyV","correll","nonparent",68,68,"parenthood"
"R_BzhT3D3hpQK4t8t","correll","parent",41,58,"parenthood"
"R_BzhT3D3hpQK4t8t","correll","nonparent",66,53,"parenthood"
"R_2vi6cIJF34Wf1E2","correll","parent",70,52,"parenthood"
"R_2vi6cIJF34Wf1E2","correll","nonparent",55,53,"parenthood"
"R_2S6KGagZeh10a6r","correll","parent",40,50,"parenthood"
"R_2S6KGagZeh10a6r","correll","nonparent",70,60,"parenthood"
"R_2wSJVemMIYdWWBE","correll","parent",73,27,"parenthood"
"R_2wSJVemMIYdWWBE","correll","nonparent",26,78,"parenthood"
"R_bdbAyYatrkJOFVf","correll","parent",70,65,"parenthood"
"R_bdbAyYatrkJOFVf","correll","nonparent",75,55,"parenthood"
"R_9XD9Loft49TNj7X","correll","parent",54,57,"parenthood"
"R_9XD9Loft49TNj7X","correll","nonparent",55,52,"parenthood"
"R_2cinorFhcDCKfWO","correll","parent",53,80,"parenthood"
"R_2cinorFhcDCKfWO","correll","nonparent",36,73,"parenthood"
"R_2riJtQeVud76Dbs","correll","parent",30,64,"parenthood"
"R_2riJtQeVud76Dbs","correll","nonparent",26,33,"parenthood"
"R_2ugmmt906m1lFzX","correll","parent",48,82,"parenthood"
"R_2ugmmt906m1lFzX","correll","nonparent",92,81,"parenthood"
"R_2pMHF2gaOwylV2t","correll","parent",80,90,"parenthood"
"R_2pMHF2gaOwylV2t","correll","nonparent",90,85,"parenthood"
"R_1CDBHKkFmfiZZNh","correll","parent",62,61,"parenthood"
"R_1CDBHKkFmfiZZNh","correll","nonparent",71,50,"parenthood"
"R_Z8GlQ4Ho66JAmQx","correll","parent",40,76,"parenthood"
"R_Z8GlQ4Ho66JAmQx","correll","nonparent",70,64,"parenthood"
"R_1BRHvSYeDBvrXXj","correll","parent",50,45,"parenthood"
"R_1BRHvSYeDBvrXXj","correll","nonparent",52,48,"parenthood"
"R_1d4zBuKGS43aywZ","correll","parent",60,50,"parenthood"
"R_1d4zBuKGS43aywZ","correll","nonparent",55,40,"parenthood"
"R_3IXfDhwltMqxCht","correll","parent",72,71,"parenthood"
"R_3IXfDhwltMqxCht","correll","nonparent",49,47,"parenthood"
"R_1CrWI26I3NPQNzE","correll","parent",44,60,"parenthood"
"R_1CrWI26I3NPQNzE","correll","nonparent",63,42,"parenthood"
"R_D65Z1VVtF7vqCAN","correll","parent",59,60,"parenthood"
"R_D65Z1VVtF7vqCAN","correll","nonparent",65,67,"parenthood"
"R_bf7EhIni3KwUKPL","correll","parent",50,50,"parenthood"
"R_bf7EhIni3KwUKPL","correll","nonparent",50,50,"parenthood"
"R_6WfwscUytJW3qRr","correll","parent",80,80,"parenthood"
"R_6WfwscUytJW3qRr","correll","nonparent",75,70,"parenthood"
"R_1pRNtHYOX8xJ9hT","correll","parent",62,57,"parenthood"
"R_1pRNtHYOX8xJ9hT","correll","nonparent",84,51,"parenthood"
"R_3pmB4hbTgfW5VJU","correll","parent",75,75,"parenthood"
"R_3pmB4hbTgfW5VJU","correll","nonparent",75,75,"parenthood"
"R_CmLLeotbCecSS5z","correll","parent",20,40,"parenthood"
"R_CmLLeotbCecSS5z","correll","nonparent",50,20,"parenthood"
"R_3L5Up65fplcVtH3","correll","parent",73,94,"parenthood"
"R_3L5Up65fplcVtH3","correll","nonparent",23,86,"parenthood"
"R_yvyd5MsCZDYviJH","correll","parent",65,63,"parenthood"
"R_yvyd5MsCZDYviJH","correll","nonparent",48,51,"parenthood"
"R_3M9ZmHFhNJ4P9lo","correll","parent",1,7,"parenthood"
"R_3M9ZmHFhNJ4P9lo","correll","nonparent",62,53,"parenthood"
"R_2uEXCqEQFwg4mPv","correll","parent",87,76,"parenthood"
"R_2uEXCqEQFwg4mPv","correll","nonparent",75,64,"parenthood"
"R_301uPNEV3gTmc7E","correll","parent",86,84,"parenthood"
"R_301uPNEV3gTmc7E","correll","nonparent",90,90,"parenthood"
"R_3Eu8eIanoslX7mG","correll","parent",65,75,"parenthood"
"R_3Eu8eIanoslX7mG","correll","nonparent",80,70,"parenthood"
"R_2EirFGBCNTnJUur","correll","parent",49,57,"parenthood"
"R_2EirFGBCNTnJUur","correll","nonparent",77,63,"parenthood"
"R_2sTOI3zKxEbRuyD","correll","parent",75,56,"parenthood"
"R_2sTOI3zKxEbRuyD","correll","nonparent",89,88,"parenthood"
"R_1LG5TP6iB34k34q","correll","parent",62,62,"parenthood"
"R_1LG5TP6iB34k34q","correll","nonparent",70,70,"parenthood"
"R_XXpAGk0709sIjeh","correll","parent",100,100,"parenthood"
"R_XXpAGk0709sIjeh","correll","nonparent",79,77,"parenthood"
"R_3Jr8ASMTt9BZ5TV","correll","parent",50,86,"parenthood"
"R_3Jr8ASMTt9BZ5TV","correll","nonparent",49,53,"parenthood"
"R_2f3TdrgVtPmYSQc","correll","parent",85,91,"parenthood"
"R_2f3TdrgVtPmYSQc","correll","nonparent",84,68,"parenthood"
"R_2EuhkfukceuqxfE","correll","parent",74,59,"parenthood"
"R_2EuhkfukceuqxfE","correll","nonparent",100,94,"parenthood"
"R_3Kr8sDhdGySURAK","correll","parent",80,80,"parenthood"
"R_3Kr8sDhdGySURAK","correll","nonparent",80,75,"parenthood"
"R_3Hjgfyqv6dVfuBZ","correll","parent",76,80,"parenthood"
"R_3Hjgfyqv6dVfuBZ","correll","nonparent",91,90,"parenthood"
"R_2rBkHyqtYnBOicv","correll","parent",100,95,"parenthood"
"R_2rBkHyqtYnBOicv","correll","nonparent",82,91,"parenthood"
"R_1rvrcmDKwS0IsE2","correll","parent",100,100,"parenthood"
"R_1rvrcmDKwS0IsE2","correll","nonparent",94,90,"parenthood"
"R_3nxxe9N9fevQtnb","correll","parent",97,95,"parenthood"
"R_3nxxe9N9fevQtnb","correll","nonparent",97,93,"parenthood"
"R_6SfXhBAfwxugKFr","correll","parent",87,79,"parenthood"
"R_6SfXhBAfwxugKFr","correll","nonparent",79,75,"parenthood"
"R_3KAZVKldTC2T5g5","correll","parent",83,82,"parenthood"
"R_3KAZVKldTC2T5g5","correll","nonparent",80,60,"parenthood"
"R_25R6ieOvcKkp1N9","correll","parent",91,92,"parenthood"
"R_25R6ieOvcKkp1N9","correll","nonparent",46,71,"parenthood"
"R_8wW20NgeShpLMyd","correll","parent",86,88,"parenthood"
"R_8wW20NgeShpLMyd","correll","nonparent",97,96,"parenthood"
"R_3CTbBzCzwhaMlVl","correll","parent",85,70,"parenthood"
"R_3CTbBzCzwhaMlVl","correll","nonparent",70,60,"parenthood"
"R_3HNclmGv9D0cDVw","correll","parent",60,60,"parenthood"
"R_3HNclmGv9D0cDVw","correll","nonparent",55,55,"parenthood"
"R_2BbXqWHhYwhbYn6","correll","parent",80,80,"parenthood"
"R_2BbXqWHhYwhbYn6","correll","nonparent",70,70,"parenthood"
"R_1etmOFEg5u3hHZd","farber","22",73,75,"age"
"R_1etmOFEg5u3hHZd","farber","27",27,24,"age"
"R_1etmOFEg5u3hHZd","farber","33",64,64,"age"
"R_1etmOFEg5u3hHZd","farber","42",62,54,"age"
"R_1etmOFEg5u3hHZd","farber","51",53,54,"age"
"R_1etmOFEg5u3hHZd","farber","60",68,72,"age"
"R_2uybwOAsiL63Ukf","farber","22",15,78,"age"
"R_2uybwOAsiL63Ukf","farber","27",63,55,"age"
"R_2uybwOAsiL63Ukf","farber","33",53,53,"age"
"R_2uybwOAsiL63Ukf","farber","42",63,50,"age"
"R_2uybwOAsiL63Ukf","farber","51",62,50,"age"
"R_2uybwOAsiL63Ukf","farber","60",41,34,"age"
"R_ANck6CfQeOmKFQl","farber","22",54,18,"age"
"R_ANck6CfQeOmKFQl","farber","27",80,30,"age"
"R_ANck6CfQeOmKFQl","farber","33",79,42,"age"
"R_ANck6CfQeOmKFQl","farber","42",72,39,"age"
"R_ANck6CfQeOmKFQl","farber","51",77,54,"age"
"R_ANck6CfQeOmKFQl","farber","60",90,56,"age"
"R_2ZIAM0bcZWiW6xf","farber","22",84,84,"age"
"R_2ZIAM0bcZWiW6xf","farber","27",88,87,"age"
"R_2ZIAM0bcZWiW6xf","farber","33",80,72,"age"
"R_2ZIAM0bcZWiW6xf","farber","42",77,68,"age"
"R_2ZIAM0bcZWiW6xf","farber","51",82,68,"age"
"R_2ZIAM0bcZWiW6xf","farber","60",84,74,"age"
"R_1oc2vu8nqajfPTh","farber","22",27,28,"age"
"R_1oc2vu8nqajfPTh","farber","27",33,25,"age"
"R_1oc2vu8nqajfPTh","farber","33",56,41,"age"
"R_1oc2vu8nqajfPTh","farber","42",26,38,"age"
"R_1oc2vu8nqajfPTh","farber","51",60,54,"age"
"R_1oc2vu8nqajfPTh","farber","60",60,33,"age"
"R_bCwTIWFYbnPQlA5","farber","22",100,100,"age"
"R_bCwTIWFYbnPQlA5","farber","27",100,100,"age"
"R_bCwTIWFYbnPQlA5","farber","33",100,100,"age"
"R_bCwTIWFYbnPQlA5","farber","42",100,100,"age"
"R_bCwTIWFYbnPQlA5","farber","51",100,100,"age"
"R_bCwTIWFYbnPQlA5","farber","60",100,100,"age"
"R_1jwwG1Bce0XADON","farber","22",66,50,"age"
"R_1jwwG1Bce0XADON","farber","27",50,30,"age"
"R_1jwwG1Bce0XADON","farber","33",65,63,"age"
"R_1jwwG1Bce0XADON","farber","42",64,60,"age"
"R_1jwwG1Bce0XADON","farber","51",48,70,"age"
"R_1jwwG1Bce0XADON","farber","60",40,40,"age"
"R_3kocg86C7rC2BET","farber","22",89,90,"age"
"R_3kocg86C7rC2BET","farber","27",89,89,"age"
"R_3kocg86C7rC2BET","farber","33",89,86,"age"
"R_3kocg86C7rC2BET","farber","42",74,73,"age"
"R_3kocg86C7rC2BET","farber","51",64,62,"age"
"R_3kocg86C7rC2BET","farber","60",36,73,"age"
"R_3jFbF5fpeFQyDMR","farber","22",77,70,"age"
"R_3jFbF5fpeFQyDMR","farber","27",11,15,"age"
"R_3jFbF5fpeFQyDMR","farber","33",43,40,"age"
"R_3jFbF5fpeFQyDMR","farber","42",20,20,"age"
"R_3jFbF5fpeFQyDMR","farber","51",7,10,"age"
"R_3jFbF5fpeFQyDMR","farber","60",5,6,"age"
"R_3JfpiUdSGBSpudS","farber","22",47,50,"age"
"R_3JfpiUdSGBSpudS","farber","27",63,69,"age"
"R_3JfpiUdSGBSpudS","farber","33",60,65,"age"
"R_3JfpiUdSGBSpudS","farber","42",60,63,"age"
"R_3JfpiUdSGBSpudS","farber","51",51,50,"age"
"R_3JfpiUdSGBSpudS","farber","60",69,69,"age"
"R_ePYZfFqsTC7Ccxj","farber","22",50,50,"age"
"R_ePYZfFqsTC7Ccxj","farber","27",50,50,"age"
"R_ePYZfFqsTC7Ccxj","farber","33",50,50,"age"
"R_ePYZfFqsTC7Ccxj","farber","42",50,50,"age"
"R_ePYZfFqsTC7Ccxj","farber","51",50,50,"age"
"R_ePYZfFqsTC7Ccxj","farber","60",50,50,"age"
"R_3Ra1IttPVEhVJ6R","farber","22",47,44,"age"
"R_3Ra1IttPVEhVJ6R","farber","27",100,86,"age"
"R_3Ra1IttPVEhVJ6R","farber","33",48,50,"age"
"R_3Ra1IttPVEhVJ6R","farber","42",52,54,"age"
"R_3Ra1IttPVEhVJ6R","farber","51",52,42,"age"
"R_3Ra1IttPVEhVJ6R","farber","60",32,71,"age"
"R_3qTYlEXkNagiar9","farber","22",85,55,"age"
"R_3qTYlEXkNagiar9","farber","27",62,49,"age"
"R_3qTYlEXkNagiar9","farber","33",72,69,"age"
"R_3qTYlEXkNagiar9","farber","42",59,76,"age"
"R_3qTYlEXkNagiar9","farber","51",80,68,"age"
"R_3qTYlEXkNagiar9","farber","60",59,70,"age"
"R_1hJOsgsEIncPUVR","farber","22",44,73,"age"
"R_1hJOsgsEIncPUVR","farber","27",58,81,"age"
"R_1hJOsgsEIncPUVR","farber","33",67,77,"age"
"R_1hJOsgsEIncPUVR","farber","42",80,79,"age"
"R_1hJOsgsEIncPUVR","farber","51",77,79,"age"
"R_1hJOsgsEIncPUVR","farber","60",71,82,"age"
"R_1Ao1KopQmfJ8YXn","farber","22",47,92,"age"
"R_1Ao1KopQmfJ8YXn","farber","27",76,100,"age"
"R_1Ao1KopQmfJ8YXn","farber","33",90,90,"age"
"R_1Ao1KopQmfJ8YXn","farber","42",74,73,"age"
"R_1Ao1KopQmfJ8YXn","farber","51",94,83,"age"
"R_1Ao1KopQmfJ8YXn","farber","60",81,81,"age"
"R_27BbNIdisLE3uQU","farber","22",67,63,"age"
"R_27BbNIdisLE3uQU","farber","27",43,57,"age"
"R_27BbNIdisLE3uQU","farber","33",82,55,"age"
"R_27BbNIdisLE3uQU","farber","42",50,47,"age"
"R_27BbNIdisLE3uQU","farber","51",60,55,"age"
"R_27BbNIdisLE3uQU","farber","60",53,55,"age"
"R_1mKkOSGZ17H5GI8","farber","22",11,30,"age"
"R_1mKkOSGZ17H5GI8","farber","27",80,70,"age"
"R_1mKkOSGZ17H5GI8","farber","33",81,58,"age"
"R_1mKkOSGZ17H5GI8","farber","42",91,67,"age"
"R_1mKkOSGZ17H5GI8","farber","51",47,80,"age"
"R_1mKkOSGZ17H5GI8","farber","60",90,85,"age"
"R_2sdKCiZmMESdtfS","farber","22",70,65,"age"
"R_2sdKCiZmMESdtfS","farber","27",80,79,"age"
"R_2sdKCiZmMESdtfS","farber","33",89,68,"age"
"R_2sdKCiZmMESdtfS","farber","42",85,81,"age"
"R_2sdKCiZmMESdtfS","farber","51",92,20,"age"
"R_2sdKCiZmMESdtfS","farber","60",18,11,"age"
"R_2yj7ZAR7r5V0CuL","farber","22",50,21,"age"
"R_2yj7ZAR7r5V0CuL","farber","27",32,31,"age"
"R_2yj7ZAR7r5V0CuL","farber","33",36,26,"age"
"R_2yj7ZAR7r5V0CuL","farber","42",80,25,"age"
"R_2yj7ZAR7r5V0CuL","farber","51",33,32,"age"
"R_2yj7ZAR7r5V0CuL","farber","60",33,40,"age"
"R_C8lcKDZuGyDdQ1H","farber","22",50,50,"age"
"R_C8lcKDZuGyDdQ1H","farber","27",50,50,"age"
"R_C8lcKDZuGyDdQ1H","farber","33",50,50,"age"
"R_C8lcKDZuGyDdQ1H","farber","42",50,50,"age"
"R_C8lcKDZuGyDdQ1H","farber","51",50,50,"age"
"R_C8lcKDZuGyDdQ1H","farber","60",50,50,"age"
"R_1F4iUrYvDHz47rx","farber","22",16,21,"age"
"R_1F4iUrYvDHz47rx","farber","27",58,26,"age"
"R_1F4iUrYvDHz47rx","farber","33",66,32,"age"
"R_1F4iUrYvDHz47rx","farber","42",62,53,"age"
"R_1F4iUrYvDHz47rx","farber","51",60,48,"age"
"R_1F4iUrYvDHz47rx","farber","60",16,83,"age"
"R_Avxux8koZrb5hEB","farber","22",50,1,"age"
"R_Avxux8koZrb5hEB","farber","27",54,29,"age"
"R_Avxux8koZrb5hEB","farber","33",37,32,"age"
"R_Avxux8koZrb5hEB","farber","42",52,0,"age"
"R_Avxux8koZrb5hEB","farber","51",42,35,"age"
"R_Avxux8koZrb5hEB","farber","60",14,48,"age"
"R_0Ilb6R0yqWPV4w9","farber","22",51,62,"age"
"R_0Ilb6R0yqWPV4w9","farber","27",38,32,"age"
"R_0Ilb6R0yqWPV4w9","farber","33",34,19,"age"
"R_0Ilb6R0yqWPV4w9","farber","42",53,55,"age"
"R_0Ilb6R0yqWPV4w9","farber","51",72,77,"age"
"R_0Ilb6R0yqWPV4w9","farber","60",26,39,"age"
"R_2zCrgxK1TpHlbh3","farber","22",38,40,"age"
"R_2zCrgxK1TpHlbh3","farber","27",41,58,"age"
"R_2zCrgxK1TpHlbh3","farber","33",38,63,"age"
"R_2zCrgxK1TpHlbh3","farber","42",75,86,"age"
"R_2zCrgxK1TpHlbh3","farber","51",94,74,"age"
"R_2zCrgxK1TpHlbh3","farber","60",91,68,"age"
"R_2Quji31sP1QwE8T","farber","22",32,31,"age"
"R_2Quji31sP1QwE8T","farber","27",23,34,"age"
"R_2Quji31sP1QwE8T","farber","33",53,62,"age"
"R_2Quji31sP1QwE8T","farber","42",70,64,"age"
"R_2Quji31sP1QwE8T","farber","51",89,81,"age"
"R_2Quji31sP1QwE8T","farber","60",88,82,"age"
"R_1q8rtOAVhGspCAW","farber","22",79,50,"age"
"R_1q8rtOAVhGspCAW","farber","27",81,50,"age"
"R_1q8rtOAVhGspCAW","farber","33",80,50,"age"
"R_1q8rtOAVhGspCAW","farber","42",81,50,"age"
"R_1q8rtOAVhGspCAW","farber","51",86,53,"age"
"R_1q8rtOAVhGspCAW","farber","60",80,50,"age"
"R_RssO5uAZQJPQH1D","farber","22",23,41,"age"
"R_RssO5uAZQJPQH1D","farber","27",63,35,"age"
"R_RssO5uAZQJPQH1D","farber","33",58,53,"age"
"R_RssO5uAZQJPQH1D","farber","42",57,53,"age"
"R_RssO5uAZQJPQH1D","farber","51",83,64,"age"
"R_RssO5uAZQJPQH1D","farber","60",60,53,"age"
"R_12JgZp582ZxFgL2","farber","22",43,56,"age"
"R_12JgZp582ZxFgL2","farber","27",70,71,"age"
"R_12JgZp582ZxFgL2","farber","33",58,56,"age"
"R_12JgZp582ZxFgL2","farber","42",78,60,"age"
"R_12JgZp582ZxFgL2","farber","51",46,56,"age"
"R_12JgZp582ZxFgL2","farber","60",37,57,"age"
"R_9pqfkVLpnpBaGrL","farber","22",81,81,"age"
"R_9pqfkVLpnpBaGrL","farber","27",79,80,"age"
"R_9pqfkVLpnpBaGrL","farber","33",79,79,"age"
"R_9pqfkVLpnpBaGrL","farber","42",81,81,"age"
"R_9pqfkVLpnpBaGrL","farber","51",80,81,"age"
"R_9pqfkVLpnpBaGrL","farber","60",74,72,"age"
"R_1EZ3gcH1wn5UzqY","farber","22",51,63,"age"
"R_1EZ3gcH1wn5UzqY","farber","27",65,65,"age"
"R_1EZ3gcH1wn5UzqY","farber","33",61,66,"age"
"R_1EZ3gcH1wn5UzqY","farber","42",62,74,"age"
"R_1EZ3gcH1wn5UzqY","farber","51",65,67,"age"
"R_1EZ3gcH1wn5UzqY","farber","60",66,65,"age"
"R_1n7yUko4Nw2G3Uk","farber","22",19,92,"age"
"R_1n7yUko4Nw2G3Uk","farber","27",52,62,"age"
"R_1n7yUko4Nw2G3Uk","farber","33",74,69,"age"
"R_1n7yUko4Nw2G3Uk","farber","42",77,43,"age"
"R_1n7yUko4Nw2G3Uk","farber","51",89,56,"age"
"R_1n7yUko4Nw2G3Uk","farber","60",5,84,"age"
"R_30nRhWsHaNQo5Ew","farber","22",23,52,"age"
"R_30nRhWsHaNQo5Ew","farber","27",42,70,"age"
"R_30nRhWsHaNQo5Ew","farber","33",47,54,"age"
"R_30nRhWsHaNQo5Ew","farber","42",70,49,"age"
"R_30nRhWsHaNQo5Ew","farber","51",85,68,"age"
"R_30nRhWsHaNQo5Ew","farber","60",86,55,"age"
"R_3L24U7iGaMsCS7d","farber","22",64,46,"age"
"R_3L24U7iGaMsCS7d","farber","27",61,50,"age"
"R_3L24U7iGaMsCS7d","farber","33",70,67,"age"
"R_3L24U7iGaMsCS7d","farber","42",81,51,"age"
"R_3L24U7iGaMsCS7d","farber","51",53,54,"age"
"R_3L24U7iGaMsCS7d","farber","60",62,50,"age"
"R_1K8VPeBpAKhN4jo","farber","22",51,42,"age"
"R_1K8VPeBpAKhN4jo","farber","27",62,49,"age"
